tsne-2d-x,tsne-2d-y,mds-2d-x,mds-2d-y,pca-2d-x,pca-2d-y
-58.409664,-0.78978133,-1.3269430925119572,-1.7470068913440262,-1.6567190141703512,-0.5111829498985951
1.2413619,-4.509223,1.6203145256241724,7.1920314631574795,3.5179431831114454,3.704191425877929
1.3519717,66.4775,-0.7649799481769717,-0.15002840763483452,-0.8090691300874099,-0.07848886873373283
9.301621,49.065025,-1.5400792916746984,1.2433842262456711,-0.8196764332422244,1.2027676713839002
-15.299238,-35.929363,-1.1470079863705005,1.4339297029899705,-0.42642771779434896,1.313080985125868
-66.76012,-33.326916,-2.9114078708356304,-2.3529158157245313,-3.091559794587696,-0.04901649086132
56.709427,40.10068,-0.7658914116586936,-2.2260105715896517,-1.5491508050606138,-0.9649712968499347
53.371857,-20.556618,2.0996458069866675,-0.08795553489848223,1.5976847721442298,-1.3480229940755646
20.340439,25.80962,0.10715083416388714,-2.607330273046474,0.21868361183610444,0.8554499612381576
-47.524883,-1.5373832,-0.7818058291981448,-1.0529527731502262,-0.7954597531027505,-0.07968742653271538
-61.91717,1.1896281,-1.4675063203090462,-1.3433326468704454,-1.4131200813290223,-0.002863386048907784
-2.778861,-35.761467,-1.9349422781274332,3.734287902521742,0.39874077183322987,3.052770798785312
45.26941,27.701376,-0.13582933812639236,-0.3264926540993371,-0.2643647937563119,-0.26249270058069035
-13.083498,-56.78108,-2.763727545247912,-1.15037688247487,-2.571077645789147,0.37970813952462945
-32.538616,0.50638217,1.7735557753097542,2.2477379703328686,1.561736563336863,0.42707096925390503
6.998042,71.49245,-1.87035194392099,-0.6136343164457858,-1.873343868498268,-0.12902841047215402
6.3249826,66.635826,-1.6298206841570264,-0.3836593033319849,-1.5178823532480064,0.07453344710198967
52.23608,-14.682755,2.7957194513486736,-0.004185542235231086,2.2133823304207247,-1.5302167794257702
-66.00559,8.562972,-1.1039018630422535,-1.7485563882859245,-1.5060772154679005,-0.6474312935904789
-67.57759,6.8316364,-1.4447339658870932,-1.8987762976124942,-1.851334984500193,-0.5823868604379177
-6.666569,39.396515,-2.4534585735520675,2.190694588791175,-0.5922281855110536,1.3807373674163004
-23.290102,-50.75374,-2.530804865415165,-0.3516500734954317,-1.8284787061284449,0.6023909509779928
28.298994,-41.797886,1.5970973006405702,-2.008875459320107,0.45551770810754477,-1.7808100947839955
53.87349,-6.3244066,2.1003740109444746,-0.1437494525927582,1.6206783112109033,-1.3601570939147418
-33.520344,-18.443108,-1.5607153952942414,-0.11846595984560868,-1.1644706740490116,0.5862363428534363
6.3871303,48.433006,-0.6160810144358917,0.849007822907718,-0.3724603772267723,0.48929212005456163
11.34729,50.33673,-1.7401320989087352,1.325658830635438,-0.7938688757679544,1.5061112802012389
-6.1901827,35.045208,-2.098772566144682,2.6481795415727127,-0.35519085042353266,2.167371021936931
-30.305948,6.409369,2.609933648758508,1.3865363386286453,1.8862125032012276,-0.5919719184851641
-12.321814,-40.24726,-1.3243081608325082,1.6885117769192575,-0.27838856973985965,1.7289010544573875
