tsne-2d-x,tsne-2d-y,mds-2d-x,mds-2d-y,pca-2d-x,pca-2d-y
0.34233361139130863,0.690132846793013,0.28753430519853457,0.35238320990528366,0.006776625686943783,0.31657210646550155
0.5391508193122351,0.30250555502197346,0.2918483152992643,0.35305138009527637,0.007859911467184759,0.5075116126287876
0.4386484157472935,0.1585837808933202,0.2917352120933222,0.35045596591590145,0.01054215523236621,0.38789830080583204
0.665055973689283,0.18237742610393082,0.28948832321915885,0.3530561275057732,0.00688994838170546,0.3654828137209523
0.4214811273818136,0.5293749951328662,0.2890886257076086,0.35064631754180325,0.009189752903955177,0.33652776674920326
0.3491263798928731,0.8119091234746402,0.28623336834773516,0.35327967191138493,0.005344996274804193,0.2834961855613779
0.8834175980205726,0.6628914603218278,0.2861314877445591,0.35674575260356833,0.00179277360385747,0.34908081295312066
0.1600431942389508,0.5006993476093936,0.30526340861570916,0.33459633768870245,0.03283124305314282,0.4354594390360068
0.01709823531111126,0.39018415936163964,0.340490537641482,0.3023087973279698,0.08177970108936419,0.3680683084524454
0.39965632826018055,0.8119865822857097,0.28668082596036437,0.35358446526121134,0.005183803146407362,0.3304496951838857
0.5182894443461572,0.6594850767190067,0.2874559698877235,0.35287930516321275,0.006228958267873903,0.3442112334676133
0.6079214927907334,0.8482906301834973,0.2855435877896597,0.3551720495358587,0.0031443209050747273,0.4052452080006275
0.35601120869378966,0.20890995023842465,0.2934547429226397,0.3485263361432483,0.013287726788292526,0.4056294847344915
0.3614915557460222,0.8045348512733719,0.28646408318016703,0.35330961585358267,0.005398343118978827,0.29871948262392134
0.5146872082048057,0.5584494804496971,0.289098025228872,0.35133271407004063,0.008253046215585301,0.432018253277881
0.6055648756577736,0.01568657735368098,0.2900837148109096,0.3517486488309994,0.00846043061164332,0.3350799126389417
0.7531091288062709,0.3257701752427726,0.28859547537688823,0.35395017358539055,0.005651198375486292,0.3635574594467285
0.6228697377018727,0.3873584507718625,0.29038391443431344,0.3541208388051321,0.006161383994196644,0.476721263264308
0.39358597973443193,0.8257374356564918,0.2863747950958013,0.353776571522546,0.004863737022735614,0.319717673591612
0.37446737256961626,0.5282467740637581,0.2886810110447813,0.35071619037923984,0.008977882368760562,0.30377387054473837
0.556613885136057,0.12703613619667892,0.29101508376863905,0.3513837804409504,0.009267080842057566,0.3911248707376388
0.353786421258058,0.6223080402453555,0.28814524232463806,0.3518155042736811,0.00760488067335238,0.32468582335664226
0.8496094756625692,0.7359492792748359,0.28586158811679774,0.35743784558696884,0.0008753108446033872,0.3707766617160188
0.44217193804638133,0.1879334669307465,0.29260117012094033,0.3505026708616951,0.010842727093851217,0.44667083778125605
0.4628769050882054,0.76764045899018,0.28671174816047335,0.35343883867767195,0.0053502046145648356,0.32286518514393864
0.5375863692477785,0.12103195565327318,0.2910418310849689,0.35115652023099164,0.009503839179247632,0.378842654138381
0.6648940836139784,0.21636463397856381,0.28929943123248725,0.35367483378595366,0.006205250062619667,0.3922802521410876
0.5252683616919812,0.12446737982073373,0.2913133547427218,0.3508774837421416,0.009891679609824481,0.3817733595003072
0.008150615635791357,0.42837871881465167,0.3232357954320172,0.31364960410340004,0.06231155264453245,0.40080883541789614
0.5643437287662172,0.8076354555766969,0.2860512763081064,0.3546491577515817,0.0038401518398795253,0.38444928648172977
0.7624641326885008,0.14873816637550388,0.2897376943457668,0.35257456681252325,0.007513995770835101,0.36200192297165085
